Date,brand,clicks,quantity,sales,canale,destinatari,CR,AOV,Campaign,C_volume
2024-11-04,honor,77.0,1.0,286.81,,0.0,0.012987012987012988,286.81,no,no-campaign
2024-11-05,honor,85.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2024-11-06,honor,69.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2024-11-07,honor,77.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2024-11-08,honor,182.0,0.0,0.0,mail,248390.0,0.0,0.0,yes,wide-target
2024-11-09,honor,63.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2024-11-10,honor,58.0,1.0,249.03,,0.0,0.017241379310344827,249.03,no,no-campaign
2024-11-11,honor,91.0,0.0,0.0,push,858710.0,0.0,0.0,yes,national
2024-11-12,honor,93.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2024-11-13,honor,75.0,1.0,626.31,,0.0,0.013333333333333334,626.31,no,no-campaign
2024-11-14,honor,63.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2024-11-15,honor,59.0,1.0,408.66,,0.0,0.01694915254237288,408.66,no,no-campaign
2024-11-16,honor,57.0,1.0,357.14,,0.0,0.017543859649122806,357.14,no,no-campaign
2024-11-17,honor,47.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2024-11-18,honor,53.0,2.0,343.51,,0.0,0.03773584905660377,171.755,no,no-campaign
2024-11-19,honor,58.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2024-11-20,honor,78.0,1.0,357.14,,0.0,0.01282051282051282,357.14,no,no-campaign
2024-11-21,honor,107.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2024-11-22,honor,105.0,1.0,373.3,mail,258260.0,0.009523809523809525,373.3,yes,wide-target
2024-11-23,honor,55.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2024-11-24,honor,52.0,1.0,212.5,,0.0,0.019230769230769232,212.5,no,no-campaign
2024-11-25,honor,66.0,1.0,373.3,,0.0,0.015151515151515152,373.3,no,no-campaign
2024-11-26,honor,61.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2024-11-27,honor,62.0,1.0,605.74,,0.0,0.016129032258064516,605.74,no,no-campaign
2024-11-28,honor,70.0,2.0,488.14,,0.0,0.02857142857142857,244.07,no,no-campaign
2024-11-29,honor,56.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2024-11-30,honor,61.0,4.0,1659.13,,0.0,0.06557377049180328,414.7825,no,no-campaign
2024-12-01,honor,49.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2024-12-02,honor,59.0,6.0,2385.79,mail,582684.0,0.1016949152542373,397.63166666666666,yes,national
2024-12-03,honor,45.0,2.0,707.44,,0.0,0.044444444444444446,353.72,no,no-campaign
2024-12-04,honor,25.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2024-12-05,honor,26.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2024-12-06,honor,40.0,1.0,108.96,,0.0,0.025,108.96,no,no-campaign
2024-12-07,honor,28.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2024-12-08,honor,29.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2024-12-09,honor,24.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2024-12-10,honor,26.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2024-12-11,honor,55.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2024-12-12,honor,32.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2024-12-13,honor,22.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2024-12-14,honor,26.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2024-12-15,honor,26.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2024-12-16,honor,26.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2024-12-17,honor,29.0,1.0,371.74,,0.0,0.034482758620689655,371.74,no,no-campaign
2024-12-18,honor,36.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2024-12-19,honor,33.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2024-12-20,honor,34.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2024-12-21,honor,32.0,1.0,663.86,,0.0,0.03125,663.86,no,no-campaign
2024-12-22,honor,33.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2024-12-23,honor,35.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2024-12-24,honor,28.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2024-12-25,honor,26.0,1.0,370.34,,0.0,0.038461538461538464,370.34,no,no-campaign
2024-12-26,honor,34.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2024-12-27,honor,32.0,1.0,116.64,,0.0,0.03125,116.64,no,no-campaign
2024-12-28,honor,21.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2024-12-29,honor,26.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2024-12-30,honor,31.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2024-12-31,honor,12.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-01-01,honor,28.0,1.0,372.87,,0.0,0.03571428571428571,372.87,no,no-campaign
2025-01-02,honor,46.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-01-03,honor,22.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-01-04,honor,29.5,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-01-05,honor,3.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-01-06,honor,28.5,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-01-07,honor,1.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-01-08,honor,1.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-01-09,honor,25.5,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-01-10,honor,1.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-01-11,honor,1.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-01-12,honor,1.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-01-13,honor,6.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-01-14,honor,20.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-01-15,honor,47.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-01-16,honor,37.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-01-17,honor,34.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-01-18,honor,16.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-01-19,honor,23.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-01-20,honor,19.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-01-21,honor,36.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-01-22,honor,26.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-01-23,honor,35.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-01-24,honor,16.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-01-25,honor,21.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-01-26,honor,25.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-01-27,honor,34.0,1.0,412.97,,0.0,0.029411764705882353,412.97,no,no-campaign
2025-01-28,honor,26.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-01-29,honor,23.0,1.0,331.9,,0.0,0.043478260869565216,331.9,no,no-campaign
2025-01-30,honor,33.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-01-31,honor,41.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-02-01,honor,29.0,1.0,372.87,,0.0,0.034482758620689655,372.87,no,no-campaign
2025-02-02,honor,30.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-02-03,honor,29.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-02-04,honor,23.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-02-05,honor,21.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-02-06,honor,21.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-02-07,honor,21.0,1.0,411.8,,0.0,0.047619047619047616,411.8,no,no-campaign
2025-02-08,honor,24.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-02-09,honor,23.0,1.0,700.75,,0.0,0.043478260869565216,700.75,no,no-campaign
2025-02-10,honor,27.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-02-11,honor,31.0,2.0,253.7,,0.0,0.06451612903225806,126.85,no,no-campaign
2025-02-12,honor,15.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-02-13,honor,32.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-02-14,honor,18.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-02-15,honor,23.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-02-16,honor,15.0,2.0,746.57,,0.0,0.13333333333333333,373.285,no,no-campaign
2025-02-17,honor,20.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-02-18,honor,18.0,1.0,393.36,,0.0,0.05555555555555555,393.36,no,no-campaign
2025-02-19,honor,26.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-02-20,honor,22.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-02-21,honor,20.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-02-22,honor,22.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-02-23,honor,21.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-02-24,honor,22.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-02-25,honor,29.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-02-26,honor,19.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-02-27,honor,25.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-02-28,honor,17.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-03-01,honor,19.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-03-02,honor,10.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-03-03,honor,24.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-03-04,honor,21.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-03-05,honor,23.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-03-06,honor,19.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-03-07,honor,15.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-03-08,honor,29.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-03-09,honor,16.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-03-10,honor,27.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-03-11,honor,30.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-03-12,honor,33.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-03-13,honor,20.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-03-14,honor,25.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-03-15,honor,22.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-03-16,honor,35.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-03-17,honor,30.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-03-18,honor,22.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-03-19,honor,27.0,1.0,393.36,,0.0,0.037037037037037035,393.36,no,no-campaign
2025-03-20,honor,20.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-03-21,honor,11.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-03-22,honor,13.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-03-23,honor,27.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-03-24,honor,25.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-03-25,honor,21.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-03-26,honor,19.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-03-27,honor,24.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-03-28,honor,15.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-03-29,honor,19.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-03-30,honor,15.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-03-31,honor,9.0,1.0,246.55,,0.0,0.1111111111111111,246.55,no,no-campaign
2025-04-01,honor,14.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-04-02,honor,23.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-04-03,honor,9.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-04-04,honor,14.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-04-05,honor,4.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-04-06,honor,15.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-04-07,honor,20.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-04-08,honor,15.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-04-09,honor,22.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-04-10,honor,16.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-04-11,honor,17.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-04-12,honor,14.0,1.0,372.68,,0.0,0.07142857142857142,372.68,no,no-campaign
2025-04-13,honor,25.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-04-14,honor,23.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-04-15,honor,22.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-04-16,honor,16.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-04-17,honor,10.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-04-18,honor,12.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-04-19,honor,18.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-04-20,honor,8.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-04-21,honor,11.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-04-22,honor,19.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-04-23,honor,26.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-04-24,honor,24.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-04-25,honor,12.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-04-26,honor,9.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-04-27,honor,3.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-04-28,honor,22.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-04-29,honor,13.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-04-30,honor,15.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-05-01,honor,3.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-05-02,honor,15.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-05-03,honor,13.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-05-04,honor,9.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-05-05,honor,21.0,1.0,229.55,,0.0,0.047619047619047616,229.55,no,no-campaign
2025-05-06,honor,21.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-05-07,honor,18.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-05-08,honor,14.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-05-09,honor,13.0,1.0,354.38,,0.0,0.07692307692307693,354.38,no,no-campaign
2025-05-10,honor,17.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-05-11,honor,11.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-05-12,honor,18.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-05-13,honor,21.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-05-14,honor,14.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-05-15,honor,10.0,1.0,1012.58,,0.0,0.1,1012.58,no,no-campaign
2025-05-16,honor,12.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-05-17,honor,16.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-05-18,honor,11.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-05-19,honor,17.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-05-20,honor,16.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-05-21,honor,9.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-05-22,honor,32.0,1.0,353.08,,0.0,0.03125,353.08,no,no-campaign
2025-05-23,honor,19.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-05-24,honor,10.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-05-25,honor,5.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-05-26,honor,23.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-05-27,honor,18.0,1.0,557.21,,0.0,0.05555555555555555,557.21,no,no-campaign
2025-05-28,honor,24.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-05-29,honor,17.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-05-30,honor,9.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-05-31,honor,9.0,1.0,353.14,,0.0,0.1111111111111111,353.14,no,no-campaign
2025-06-01,honor,15.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-06-02,honor,11.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-06-03,honor,15.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-06-04,honor,22.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-06-05,honor,9.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-06-06,honor,10.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-06-07,honor,12.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-06-08,honor,9.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-06-09,honor,12.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-06-10,honor,17.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-06-11,honor,17.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-06-12,honor,13.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-06-13,honor,7.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-06-14,honor,12.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-06-15,honor,12.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-06-16,honor,20.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-06-17,honor,18.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-06-18,honor,14.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-06-19,honor,18.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-06-20,honor,8.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-06-21,honor,11.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-06-22,honor,13.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-06-23,honor,18.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-06-24,honor,10.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-06-25,honor,10.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-06-26,honor,17.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-06-27,honor,14.0,1.0,235.01,,0.0,0.07142857142857142,235.01,no,no-campaign
2025-06-28,honor,14.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-06-29,honor,10.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-06-30,honor,13.0,1.0,739.57,,0.0,0.07692307692307693,739.57,no,no-campaign
2025-07-01,honor,14.0,1.0,335.98,,0.0,0.07142857142857142,335.98,no,no-campaign
2025-07-02,honor,9.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-07-03,honor,10.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-07-04,honor,12.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-07-05,honor,14.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-07-06,honor,13.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-07-07,honor,16.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-07-08,honor,16.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-07-09,honor,8.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-07-10,honor,11.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-07-11,honor,16.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-07-12,honor,10.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-07-13,honor,20.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-07-14,honor,12.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-07-15,honor,20.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-07-16,honor,12.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-07-17,honor,9.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-07-18,honor,14.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-07-19,honor,11.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-07-20,honor,16.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-07-21,honor,13.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-07-22,honor,8.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-07-23,honor,11.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-07-24,honor,14.0,1.0,443.39,,0.0,0.07142857142857142,443.39,no,no-campaign
2025-07-25,honor,14.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-07-26,honor,8.0,2.0,746.82,,0.0,0.25,373.41,no,no-campaign
2025-07-27,honor,8.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-07-28,honor,14.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-07-29,honor,17.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-07-30,honor,7.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-07-31,honor,13.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-08-01,honor,15.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-08-02,honor,8.0,1.0,397.62,,0.0,0.125,397.62,no,no-campaign
2025-08-03,honor,14.0,1.0,360.32,,0.0,0.07142857142857142,360.32,no,no-campaign
2025-08-04,honor,19.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-08-05,honor,10.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-08-06,honor,12.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-08-07,honor,11.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-08-08,honor,5.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-08-09,honor,16.0,1.0,311.16,,0.0,0.0625,311.16,no,no-campaign
2025-08-10,honor,13.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-08-11,honor,13.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-08-12,honor,17.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-08-13,honor,14.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-08-14,honor,11.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-08-15,honor,10.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-08-16,honor,17.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-08-17,honor,9.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-08-18,honor,19.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-08-19,honor,15.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-08-20,honor,17.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-08-21,honor,9.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-08-22,honor,10.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-08-23,honor,13.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-08-24,honor,21.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-08-25,honor,13.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-08-26,honor,20.0,1.0,530.11,,0.0,0.05,530.11,no,no-campaign
2025-08-27,honor,11.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-08-28,honor,19.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-08-29,honor,23.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-08-30,honor,20.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-08-31,honor,10.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-09-01,honor,24.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-09-02,honor,33.0,1.0,1339.11,,0.0,0.030303030303030304,1339.11,no,no-campaign
2025-09-03,honor,16.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-09-04,honor,24.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-09-05,honor,17.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-09-06,honor,12.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-09-07,honor,9.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-09-08,honor,23.0,1.0,34.98,,0.0,0.043478260869565216,34.98,no,no-campaign
2025-09-09,honor,16.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-09-10,honor,14.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-09-11,honor,14.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-09-12,honor,12.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-09-13,honor,12.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-09-14,honor,13.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-09-15,honor,23.0,1.0,233.53,,0.0,0.043478260869565216,233.53,no,no-campaign
2025-09-16,honor,16.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-09-17,honor,18.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
2025-09-18,honor,16.0,0.0,0.0,,0.0,0.0,0.0,no,no-campaign
